# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
163263at3193	Duplicated	ptg000028l	5710250	5708767	-	476.1	263	https://www.orthodb.org/v10?query=163263at3193	heterodimeric geranylgeranyl pyrophosphate synthase small subunit, chloroplastic
163383at3193	Duplicated	ptg000028l	5877271	5868710	-	309.5	186	https://www.orthodb.org/v10?query=163383at3193	Histidine phosphatase superfamily
163383at3193	Duplicated	ptg000012l	23643309	23646518	+	316.9	185	https://www.orthodb.org/v10?query=163383at3193	Histidine phosphatase superfamily
163466at3193	Complete	ptg000021l	1091505	1088175	-	348.8	166	https://www.orthodb.org/v10?query=163466at3193	Peptidyl-prolyl cis-trans isomerase
163507at3193	Complete	ptg000021l	4233200	4229881	-	203.6	157	https://www.orthodb.org/v10?query=163507at3193	ubiquitin-like-conjugating enzyme ATG10 isoform X1
163589at3193	Complete	ptg000029l	2478971	2480999	+	394.4	211	https://www.orthodb.org/v10?query=163589at3193	psbP domain-containing protein 4, chloroplastic
163848at3193	Complete	ptg000026l	11485075	11488427	+	462.3	250	https://www.orthodb.org/v10?query=163848at3193	Transcriptional regulator TACO1-like
164172at3193	Complete	ptg000029l	4895346	4899548	+	263.1	159	https://www.orthodb.org/v10?query=164172at3193	uncharacterized protein ycf36
164366at3193	Complete	ptg000006l	40530	54759	+	413.7	223	https://www.orthodb.org/v10?query=164366at3193	GDT1-like protein 2, chloroplastic
164374at3193	Complete	ptg000019l	13239913	13217435	-	329.5	188	https://www.orthodb.org/v10?query=164374at3193	pentatricopeptide repeat-containing protein At4g18975, chloroplastic isoform X1
164462at3193	Complete	ptg000026l	10820203	10817023	-	267.5	214	https://www.orthodb.org/v10?query=164462at3193	proline-rich protein PRCC
164523at3193	Complete	ptg000031l	4239903	4257491	+	365.3	252	https://www.orthodb.org/v10?query=164523at3193	THUMP domain
164589at3193	Complete	ptg000011l	14562168	14559150	-	299.9	158	https://www.orthodb.org/v10?query=164589at3193	tRNA/rRNA methyltransferase
164720at3193	Complete	ptg000016l	14480735	14484717	+	300.9	160	https://www.orthodb.org/v10?query=164720at3193	Impact, N-terminal
164931at3193	Complete	ptg000004l	5663204	5662422	-	292.6	149	https://www.orthodb.org/v10?query=164931at3193	NAD(P)H-quinone oxidoreductase subunit N
164966at3193	Complete	ptg000038l	314187	327228	+	335.1	190	https://www.orthodb.org/v10?query=164966at3193	ER membrane protein complex subunit 10
165206at3193	Complete	ptg000032l	3031292	3036836	+	348.8	213	https://www.orthodb.org/v10?query=165206at3193	DNA-repair protein XRCC1
165240at3193	Complete	ptg000004l	27565026	27567398	+	341.0	186	https://www.orthodb.org/v10?query=165240at3193	6,7-dimethyl-8-ribityllumazine synthase
165314at3193	Complete	ptg000028l	2103978	2101586	-	219.7	145	https://www.orthodb.org/v10?query=165314at3193	uncharacterized protein LOC103698910
165321at3193	Complete	ptg000020l	3782985	3788993	+	262.1	187	https://www.orthodb.org/v10?query=165321at3193	E3 SUMO-protein ligase MMS21
165381at3193	Complete	ptg000026l	1800087	1797728	-	296.4	184	https://www.orthodb.org/v10?query=165381at3193	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
165512at3193	Complete	ptg000037l	2469037	2471991	+	307.4	183	https://www.orthodb.org/v10?query=165512at3193	protein-lysine N-methyltransferase N6AMT2
165834at3193	Complete	ptg000007l	1066493	1069930	+	390.1	340	https://www.orthodb.org/v10?query=165834at3193	Rho GTPase-activating protein
165991at3193	Complete	ptg000020l	3432540	3441350	+	453.6	245	https://www.orthodb.org/v10?query=165991at3193	3-hydroxyacyl-CoA dehydrogenase
166043at3193	Complete	ptg000012l	19966382	19950304	-	338.2	191	https://www.orthodb.org/v10?query=166043at3193	HAD superfamily
166157at3193	Complete	ptg000026l	13224790	13221826	-	369.9	213	https://www.orthodb.org/v10?query=166157at3193	putative L-ascorbate peroxidase 6 isoform X1
166256at3193	Complete	ptg000012l	20608091	20611208	+	325.7	197	https://www.orthodb.org/v10?query=166256at3193	26S proteasome non-ATPase regulatory subunit 10
166295at3193	Complete	ptg000011l	16020164	16021265	+	317.7	182	https://www.orthodb.org/v10?query=166295at3193	Ribosomal protein L18
166433at3193	Complete	ptg000016l	8416131	8432515	+	237.9	150	https://www.orthodb.org/v10?query=166433at3193	Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain
166568at3193	Complete	ptg000003l	1719506	1722221	+	307.2	185	https://www.orthodb.org/v10?query=166568at3193	Mucin-like protein
166627at3193	Complete	ptg000011l	9192858	9184000	-	347.8	200	https://www.orthodb.org/v10?query=166627at3193	gamma-secretase subunit APH1-like
166649at3193	Complete	ptg000004l	23601969	23602698	+	334.1	194	https://www.orthodb.org/v10?query=166649at3193	urease accessory protein F
166707at3193	Complete	ptg000021l	2531282	2534611	+	206.7	143	https://www.orthodb.org/v10?query=166707at3193	putative pre-16S rRNA nuclease
166728at3193	Complete	ptg000013l	25906463	25902085	-	352.7	197	https://www.orthodb.org/v10?query=166728at3193	thioredoxin-like fold domain-containing protein MRL7, chloroplastic
166789at3193	Complete	ptg000011l	1464975	1460230	-	257.7	170	https://www.orthodb.org/v10?query=166789at3193	Werner Syndrome-like exonuclease
166883at3193	Complete	ptg000015l	3341303	3340421	-	370.0	178	https://www.orthodb.org/v10?query=166883at3193	psbP domain-containing protein 1, chloroplastic
167028at3193	Duplicated	ptg000012l	3414617	3418084	+	335.8	179	https://www.orthodb.org/v10?query=167028at3193	DnaJ domain
167028at3193	Duplicated	ptg000022l	14920852	14917032	-	334.1	179	https://www.orthodb.org/v10?query=167028at3193	DnaJ domain
167052at3193	Complete	ptg000009l	32131699	32131061	-	213.9	137	https://www.orthodb.org/v10?query=167052at3193	protein OPI10 homolog
167170at3193	Complete	ptg000037l	663023	674129	+	419.7	197	https://www.orthodb.org/v10?query=167170at3193	psbP domain-containing protein 6, chloroplastic
167289at3193	Complete	ptg000014l	7968432	7966922	-	291.8	197	https://www.orthodb.org/v10?query=167289at3193	psbP domain-containing protein 7, chloroplastic
167427at3193	Complete	ptg000029l	1392260	1393531	+	142.2	138	https://www.orthodb.org/v10?query=167427at3193	MRN complex-interacting protein
167500at3193	Complete	ptg000032l	5366000	5372454	+	402.8	261	https://www.orthodb.org/v10?query=167500at3193	Zinc finger, CCHC-type
167614at3193	Complete	ptg000019l	24201569	24189476	-	233.2	147	https://www.orthodb.org/v10?query=167614at3193	Co-chaperone Hsc20
167808at3193	Duplicated	ptg000012l	26433715	26438181	+	385.9	267	https://www.orthodb.org/v10?query=167808at3193	pinin
167808at3193	Duplicated	ptg000028l	2506194	2501802	-	418.9	266	https://www.orthodb.org/v10?query=167808at3193	pinin
167863at3193	Complete	ptg000004l	14984593	14997241	+	301.0	148	https://www.orthodb.org/v10?query=167863at3193	Lactoylglutathione lyase
167934at3193	Complete	ptg000018l	5264322	5263644	-	314.9	179	https://www.orthodb.org/v10?query=167934at3193	peroxisomal membrane protein 11B
168007at3193	Complete	ptg000009l	29386019	29386670	+	234.2	153	https://www.orthodb.org/v10?query=168007at3193	3-hexulose-6-phosphate isomerase
168014at3193	Complete	ptg000009l	35375359	35365605	-	382.9	199	https://www.orthodb.org/v10?query=168014at3193	Peptide deformylase
168033at3193	Complete	ptg000006l	9354205	9363251	+	290.6	187	https://www.orthodb.org/v10?query=168033at3193	Autophagy-related protein
168428at3193	Complete	ptg000026l	8384685	8381703	-	207.1	138	https://www.orthodb.org/v10?query=168428at3193	Protein of unknown function DUF3054
168441at3193	Complete	ptg000002l	3513882	3512976	-	301.5	212	https://www.orthodb.org/v10?query=168441at3193	DNA repair protein XRCC3 homolog
168457at3193	Complete	ptg000012l	4497456	4507220	+	521.9	570	https://www.orthodb.org/v10?query=168457at3193	nuclear pore complex protein NUP62
168772at3193	Complete	ptg000001l	17148290	17159398	+	380.9	182	https://www.orthodb.org/v10?query=168772at3193	PITH domain-containing protein 1
168779at3193	Complete	ptg000012l	19794868	19777736	-	325.4	171	https://www.orthodb.org/v10?query=168779at3193	Peptidyl-prolyl cis-trans isomerase
169009at3193	Complete	ptg000022l	9879948	9882194	+	308.9	160	https://www.orthodb.org/v10?query=169009at3193	rhodanese-like domain-containing protein 14, chloroplastic
169044at3193	Duplicated	ptg000019l	23404435	23402049	-	320.9	174	https://www.orthodb.org/v10?query=169044at3193	rhodanese-like domain-containing protein 9, chloroplastic
169044at3193	Duplicated	ptg000037l	2005616	2003720	-	315.5	174	https://www.orthodb.org/v10?query=169044at3193	rhodanese-like domain-containing protein 9, chloroplastic
169100at3193	Complete	ptg000021l	1957619	1955917	-	347.9	172	https://www.orthodb.org/v10?query=169100at3193	peptidyl-prolyl cis-trans isomerase FKBP20-2, chloroplastic
169146at3193	Complete	ptg000007l	2124950	2113331	-	329.7	184	https://www.orthodb.org/v10?query=169146at3193	RNA exonuclease 4
169392at3193	Complete	ptg000024l	3374258	3364767	-	453.0	228	https://www.orthodb.org/v10?query=169392at3193	Histidine phosphatase superfamily
169437at3193	Complete	ptg000026l	12438500	12441129	+	259.5	147	https://www.orthodb.org/v10?query=169437at3193	putative RNA methyltransferase At5g10620
169448at3193	Complete	ptg000021l	278576	286015	+	343.3	182	https://www.orthodb.org/v10?query=169448at3193	protein FRA10AC1
169584at3193	Complete	ptg000028l	6602623	6605390	+	383.9	199	https://www.orthodb.org/v10?query=169584at3193	U2 small nuclear ribonucleoprotein A'
169890at3193	Complete	ptg000012l	6609859	6613800	+	344.7	173	https://www.orthodb.org/v10?query=169890at3193	thylakoid lumenal 17.4 kDa protein, chloroplastic
170532at3193	Complete	ptg000025l	877111	876162	-	284.9	146	https://www.orthodb.org/v10?query=170532at3193	Protein of unknown function DUF4079
170724at3193	Complete	ptg000004l	2793478	2783683	-	266.5	152	https://www.orthodb.org/v10?query=170724at3193	probable plastid-lipid-associated protein 11
170931at3193	Duplicated	ptg000051l	164670	166277	+	307.9	193	https://www.orthodb.org/v10?query=170931at3193	homologous-pairing protein 2 homolog
170931at3193	Duplicated	ptg000029l	690823	692331	+	307.8	193	https://www.orthodb.org/v10?query=170931at3193	homologous-pairing protein 2 homolog
170998at3193	Complete	ptg000026l	6592732	6589927	-	276.8	171	https://www.orthodb.org/v10?query=170998at3193	CTLH, C-terminal LisH motif
171072at3193	Complete	ptg000011l	18078396	18080344	+	404.0	204	https://www.orthodb.org/v10?query=171072at3193	Putative plastid-lipid-associated protein 6, chloroplastic
171079at3193	Complete	ptg000004l	7569476	7568398	-	208.5	133	https://www.orthodb.org/v10?query=171079at3193	josephin-like protein
171124at3193	Complete	ptg000017l	5135588	5128404	-	307.1	153	https://www.orthodb.org/v10?query=171124at3193	N-terminal acetyltransferase B complex catalytic subunit NAA20
171230at3193	Complete	ptg000030l	1267016	1264547	-	356.6	182	https://www.orthodb.org/v10?query=171230at3193	probable mitochondrial import inner membrane translocase subunit TIM21
171238at3193	Complete	ptg000009l	33872249	33883875	+	374.5	186	https://www.orthodb.org/v10?query=171238at3193	Acclimation of photosynthesis to environment
171307at3193	Complete	ptg000034l	429421	465071	+	329.2	174	https://www.orthodb.org/v10?query=171307at3193	acetyltransferase NSI
171623at3193	Complete	ptg000009l	38560160	38558050	-	298.7	143	https://www.orthodb.org/v10?query=171623at3193	N-alpha-acetyltransferase MAK3
171667at3193	Duplicated	ptg000032l	4450238	4441209	-	351.2	180	https://www.orthodb.org/v10?query=171667at3193	Protein of unknown function DUF1997
171667at3193	Duplicated	ptg000006l	6076896	6035404	-	334.1	180	https://www.orthodb.org/v10?query=171667at3193	Protein of unknown function DUF1997
171888at3193	Complete	ptg000008l	8052115	8048092	-	260.4	177	https://www.orthodb.org/v10?query=171888at3193	Stellacyanin
171958at3193	Duplicated	ptg000002l	6963189	6962395	-	209.0	107	https://www.orthodb.org/v10?query=171958at3193	Zinc finger, DNL-type
171958at3193	Duplicated	ptg000028l	5649000	5647586	-	199.9	106	https://www.orthodb.org/v10?query=171958at3193	Zinc finger, DNL-type
172307at3193	Complete	ptg000009l	1614122	1617698	+	327.7	175	https://www.orthodb.org/v10?query=172307at3193	methyltransferase-like protein 5
172331at3193	Complete	ptg000007l	2994663	2997708	+	413.1	191	https://www.orthodb.org/v10?query=172331at3193	thylakoid lumenal protein TL20.3, chloroplastic
172612at3193	Complete	ptg000019l	1271627	1279716	+	298.3	157	https://www.orthodb.org/v10?query=172612at3193	uncharacterized protein LOC110810733
172938at3193	Complete	ptg000028l	6879092	6876144	-	326.4	167	https://www.orthodb.org/v10?query=172938at3193	peptidyl-prolyl cis-trans isomerase FKBP19, chloroplastic
172964at3193	Complete	ptg000015l	4485491	4488126	+	306.4	165	https://www.orthodb.org/v10?query=172964at3193	tagatose-6-phosphate ketose/aldose isomerase, putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)
173350at3193	Complete	ptg000030l	709201	712104	+	303.0	163	https://www.orthodb.org/v10?query=173350at3193	N-acetyltransferase 9-like protein
173413at3193	Complete	ptg000022l	590830	596646	+	340.3	235	https://www.orthodb.org/v10?query=173413at3193	Zinc finger, CCHC-type
173573at3193	Complete	ptg000028l	6938472	6935541	-	342.8	196	https://www.orthodb.org/v10?query=173573at3193	Protein of unknown function DUF2301
173599at3193	Complete	ptg000004l	27967999	27962009	-	215.1	166	https://www.orthodb.org/v10?query=173599at3193	Translation elongation factor P/YeiP
173609at3193	Duplicated	ptg000014l	9436278	9434602	-	272.0	169	https://www.orthodb.org/v10?query=173609at3193	UPF0548 protein At2g17695
173609at3193	Duplicated	ptg000152l	33781	32105	-	272.0	169	https://www.orthodb.org/v10?query=173609at3193	UPF0548 protein At2g17695
173677at3193	Complete	ptg000004l	19362582	19344451	-	386.1	272	https://www.orthodb.org/v10?query=173677at3193	Nucleotide-binding, alpha-beta plait
173763at3193	Complete	ptg000029l	30711499	30708865	-	358.6	211	https://www.orthodb.org/v10?query=173763at3193	N-alpha-acetyltransferase 40 isoform X1
174057at3193	Fragmented	ptg000009l	37300202	37297894	-	272.5	139	https://www.orthodb.org/v10?query=174057at3193	Rieske 
174147at3193	Complete	ptg000009l	8036496	8026819	-	331.5	211	https://www.orthodb.org/v10?query=174147at3193	Ankyrin repeat-containing domain
174182at3193	Duplicated	ptg000024l	428964	434198	+	331.6	175	https://www.orthodb.org/v10?query=174182at3193	ubiquitin-conjugating enzyme E2 27
174182at3193	Duplicated	ptg000007l	23615703	23618402	+	325.9	175	https://www.orthodb.org/v10?query=174182at3193	ubiquitin-conjugating enzyme E2 27
174618at3193	Complete	ptg000003l	2657908	2655398	-	373.0	204	https://www.orthodb.org/v10?query=174618at3193	Protein of unknown function DUF3110
174683at3193	Complete	ptg000001l	9208211	9199466	-	233.3	146	https://www.orthodb.org/v10?query=174683at3193	uncharacterized protein LOC103455776
174947at3193	Complete	ptg000013l	22634238	22627591	-	430.4	321	https://www.orthodb.org/v10?query=174947at3193	RecQ mediated genome instability protein, DUF1767
175075at3193	Complete	ptg000033l	906715	913182	+	344.9	163	https://www.orthodb.org/v10?query=175075at3193	glucose-induced degradation protein 4 homolog
175168at3193	Complete	ptg000032l	5346549	5340377	-	333.5	174	https://www.orthodb.org/v10?query=175168at3193	psbP-like protein 1, chloroplastic
175201at3193	Complete	ptg000009l	15963558	15964254	+	263.3	173	https://www.orthodb.org/v10?query=175201at3193	protein N-lysine methyltransferase METTL21A
175208at3193	Complete	ptg000018l	6054990	6049030	-	290.2	165	https://www.orthodb.org/v10?query=175208at3193	ATP-dependent Clp protease ATP-binding subunit
175219at3193	Complete	ptg000018l	170585	172041	+	296.4	161	https://www.orthodb.org/v10?query=175219at3193	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB1, chloroplastic
175488at3193	Complete	ptg000022l	3820284	3822747	+	348.3	191	https://www.orthodb.org/v10?query=175488at3193	protein HHL1, chloroplastic
175499at3193	Complete	ptg000012l	24477822	24476790	-	166.2	126	https://www.orthodb.org/v10?query=175499at3193	uncharacterized protein LOC109006535
175589at3193	Complete	ptg000016l	11343355	11346116	+	316.2	170	https://www.orthodb.org/v10?query=175589at3193	Protein of unknown function DUF2358
175626at3193	Complete	ptg000014l	9396968	9394220	-	200.0	135	https://www.orthodb.org/v10?query=175626at3193	Adenine phosphoribosyltransferase-like protein, putative (DUF2358)
175852at3193	Complete	ptg000026l	12428634	12436334	+	312.6	168	https://www.orthodb.org/v10?query=175852at3193	probable plastid-lipid-associated protein 8, chloroplastic
176470at3193	Duplicated	ptg000017l	287547	292343	+	156.1	118	https://www.orthodb.org/v10?query=176470at3193	Ribosomal protein L7Ae/L30e/S12e/Gadd45
176470at3193	Duplicated	ptg000026l	3941596	3926248	-	156.4	99	https://www.orthodb.org/v10?query=176470at3193	Ribosomal protein L7Ae/L30e/S12e/Gadd45
176549at3193	Complete	ptg000020l	2329791	2328771	-	315.8	210	https://www.orthodb.org/v10?query=176549at3193	Domain of unknown function DUF1995
176806at3193	Complete	ptg000019l	15728663	15735546	+	297.4	159	https://www.orthodb.org/v10?query=176806at3193	Histidine phosphatase superfamily
176874at3193	Complete	ptg000009l	22108284	22112477	+	264.6	193	https://www.orthodb.org/v10?query=176874at3193	uncharacterized protein LOC102621740
176959at3193	Duplicated	ptg000015l	5305395	5308231	+	313.5	170	https://www.orthodb.org/v10?query=176959at3193	SEC-C motif protein
176959at3193	Duplicated	ptg000014l	9132059	9134203	+	308.5	168	https://www.orthodb.org/v10?query=176959at3193	SEC-C motif protein
176969at3193	Complete	ptg000019l	601401	602556	+	311.6	145	https://www.orthodb.org/v10?query=176969at3193	thylakoid lumenal 15.0 kDa protein 2, chloroplastic
177100at3193	Complete	ptg000013l	5801860	5806490	+	285.5	193	https://www.orthodb.org/v10?query=177100at3193	CAAX amino terminal protease family protein
177107at3193	Complete	ptg000024l	2929447	2931518	+	259.5	151	https://www.orthodb.org/v10?query=177107at3193	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
177446at3193	Complete	ptg000005l	2825703	2827238	+	273.8	137	https://www.orthodb.org/v10?query=177446at3193	Anaphase-promoting complex subunit 10
177486at3193	Complete	ptg000009l	15821531	15804223	-	189.1	175	https://www.orthodb.org/v10?query=177486at3193	Phosphorelay protein
177502at3193	Complete	ptg000005l	16005109	15996976	-	287.9	133	https://www.orthodb.org/v10?query=177502at3193	Actin-related protein 2/3 complex subunit 4
177680at3193	Complete	ptg000021l	6753323	6754166	+	443.9	239	https://www.orthodb.org/v10?query=177680at3193	50S ribosomal protein L4, chloroplastic
177701at3193	Complete	ptg000011l	16833562	16838306	+	318.2	149	https://www.orthodb.org/v10?query=177701at3193	peptidyl-prolyl cis-trans isomerase FKBP16-3, chloroplastic
177759at3193	Duplicated	ptg000002l	7800195	7802450	+	309.0	153	https://www.orthodb.org/v10?query=177759at3193	peptidyl-prolyl cis-trans isomerase FKBP18, chloroplastic
177759at3193	Duplicated	ptg000026l	4749344	4740189	-	307.5	152	https://www.orthodb.org/v10?query=177759at3193	peptidyl-prolyl cis-trans isomerase FKBP18, chloroplastic
177961at3193	Complete	ptg000007l	12435500	12439124	+	263.2	127	https://www.orthodb.org/v10?query=177961at3193	uncharacterized protein At5g50100, mitochondrial
178005at3193	Complete	ptg000019l	21774631	21763578	-	411.1	426	https://www.orthodb.org/v10?query=178005at3193	arginine/serine-rich coiled-coil protein 2 isoform X1
178095at3193	Complete	ptg000028l	8932867	8936325	+	333.9	192	https://www.orthodb.org/v10?query=178095at3193	Membrane protein
178269at3193	Complete	ptg000021l	6642237	6638215	-	256.1	137	https://www.orthodb.org/v10?query=178269at3193	nudC domain-containing protein 2
178271at3193	Complete	ptg000012l	2811980	2802606	-	246.9	123	https://www.orthodb.org/v10?query=178271at3193	NADH dehydrogenase 
178308at3193	Complete	ptg000020l	462462	458741	-	225.7	127	https://www.orthodb.org/v10?query=178308at3193	peptidyl-prolyl cis-trans isomerase FKBP16-1, chloroplastic isoform X1
178434at3193	Complete	ptg000011l	20609238	20591064	-	430.7	230	https://www.orthodb.org/v10?query=178434at3193	Thioredoxin-like fold domain-containing protein MRL7L, chloroplastic
178501at3193	Complete	ptg000011l	19203462	19197731	-	316.8	184	https://www.orthodb.org/v10?query=178501at3193	DNA repair protein XRCC4
178573at3193	Complete	ptg000020l	8146341	8153967	+	218.0	103	https://www.orthodb.org/v10?query=178573at3193	1-acyl-sn-glycerol-3-phosphate acyltransferase
178774at3193	Complete	ptg000032l	5113562	5118786	+	367.7	180	https://www.orthodb.org/v10?query=178774at3193	50S ribosomal protein L10, chloroplastic
179154at3193	Duplicated	ptg000012l	2536798	2534297	-	181.4	137	https://www.orthodb.org/v10?query=179154at3193	Ubiquitin-like superfamily protein
179154at3193	Duplicated	ptg000022l	16421093	16429263	+	172.9	124	https://www.orthodb.org/v10?query=179154at3193	Ubiquitin-like superfamily protein
179162at3193	Complete	ptg000024l	1919731	1931849	+	364.7	204	https://www.orthodb.org/v10?query=179162at3193	rhodanese-like domain-containing protein 11, chloroplastic
179211at3193	Complete	ptg000026l	3342578	3345310	+	306.0	156	https://www.orthodb.org/v10?query=179211at3193	nifU-like protein 1, chloroplastic
179434at3193	Complete	ptg000019l	24797159	24798510	+	186.6	106	https://www.orthodb.org/v10?query=179434at3193	uncharacterized protein LOC101496302
179450at3193	Complete	ptg000014l	7615279	7613039	-	315.9	157	https://www.orthodb.org/v10?query=179450at3193	PUA domain
179537at3193	Complete	ptg000019l	21337542	21339490	+	244.1	135	https://www.orthodb.org/v10?query=179537at3193	protein PLANT CADMIUM RESISTANCE 10
179584at3193	Complete	ptg000004l	23858082	23858640	+	224.7	137	https://www.orthodb.org/v10?query=179584at3193	Molybdopterin synthase catalytic subunit
179638at3193	Complete	ptg000023l	2935258	2931881	-	358.8	209	https://www.orthodb.org/v10?query=179638at3193	pre-mRNA-splicing factor CWC25 homolog
179742at3193	Duplicated	ptg000022l	15575970	15614147	+	194.9	127	https://www.orthodb.org/v10?query=179742at3193	serine/threonine-protein phosphatase 4 regulatory subunit 2
179742at3193	Duplicated	ptg000012l	2887682	2884557	-	194.6	127	https://www.orthodb.org/v10?query=179742at3193	serine/threonine-protein phosphatase 4 regulatory subunit 2
179820at3193	Complete	ptg000007l	3052028	3048762	-	331.1	194	https://www.orthodb.org/v10?query=179820at3193	Dimethylallyl, adenosine tRNA methylthiotransferase
179931at3193	Complete	ptg000034l	2408784	2409497	+	239.8	152	https://www.orthodb.org/v10?query=179931at3193	rhodanese-like domain-containing protein 10
180106at3193	Complete	ptg000009l	37322701	37315249	-	243.0	136	https://www.orthodb.org/v10?query=180106at3193	SnoaL-like domain
180244at3193	Complete	ptg000019l	6462152	6460164	-	245.6	152	https://www.orthodb.org/v10?query=180244at3193	RmlC-like cupin domain superfamily
180289at3193	Complete	ptg000026l	4636145	4630129	-	302.5	160	https://www.orthodb.org/v10?query=180289at3193	psbP domain-containing protein 3, chloroplastic
180395at3193	Duplicated	ptg000026l	9355257	9359963	+	312.8	183	https://www.orthodb.org/v10?query=180395at3193	uncharacterized protein LOC107877028
180395at3193	Duplicated	ptg000002l	4271603	4268524	-	304.9	183	https://www.orthodb.org/v10?query=180395at3193	uncharacterized protein LOC107877028
180599at3193	Complete	ptg000032l	732644	721461	-	351.7	174	https://www.orthodb.org/v10?query=180599at3193	aminoacyl tRNA synthase complex-interacting multifunctional protein 1
180615at3193	Complete	ptg000029l	33040849	33044857	+	294.8	170	https://www.orthodb.org/v10?query=180615at3193	26S proteasome non-ATPase regulatory subunit 9
180839at3193	Complete	ptg000009l	4148063	4145710	-	282.6	135	https://www.orthodb.org/v10?query=180839at3193	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
181011at3193	Duplicated	ptg000005l	19277919	19275589	-	189.6	121	https://www.orthodb.org/v10?query=181011at3193	Dynein beta chain, ciliary protein
181011at3193	Duplicated	ptg000011l	13485753	13482506	-	186.9	121	https://www.orthodb.org/v10?query=181011at3193	Dynein beta chain, ciliary protein
181042at3193	Complete	ptg000019l	25628070	25640148	+	293.7	141	https://www.orthodb.org/v10?query=181042at3193	peptidyl-prolyl cis-trans isomerase FKBP16-4, chloroplastic
181954at3193	Complete	ptg000020l	6789230	6786696	-	197.6	139	https://www.orthodb.org/v10?query=181954at3193	YqgF/RNase H-like domain
182049at3193	Complete	ptg000019l	22794274	22793515	-	247.2	165	https://www.orthodb.org/v10?query=182049at3193	DTW domain-containing protein 2
182056at3193	Complete	ptg000009l	31463862	31466369	+	259.4	135	https://www.orthodb.org/v10?query=182056at3193	uncharacterized protein C9orf85 homolog
182204at3193	Complete	ptg000038l	3578336	3580967	+	368.5	234	https://www.orthodb.org/v10?query=182204at3193	Chalcone isomerase
182258at3193	Complete	ptg000012l	5805461	5812852	+	276.4	188	https://www.orthodb.org/v10?query=182258at3193	DNA-binding protein BIN4
182370at3193	Complete	ptg000022l	10512700	10501483	-	351.5	186	https://www.orthodb.org/v10?query=182370at3193	ribosome-binding factor PSRP1, chloroplastic
182548at3193	Complete	ptg000013l	6762782	6766073	+	284.5	154	https://www.orthodb.org/v10?query=182548at3193	protein Mpv17
183573at3193	Fragmented	ptg000009l	4335258	4330728	-	233.0	122	https://www.orthodb.org/v10?query=183573at3193	UBP1-associated proteins 1C
183896at3193	Complete	ptg000009l	16796118	16794260	-	299.7	156	https://www.orthodb.org/v10?query=183896at3193	Ribosomal protein S5 domain 2-type fold
184242at3193	Complete	ptg000009l	32899851	32894533	-	321.5	182	https://www.orthodb.org/v10?query=184242at3193	protein PTST, chloroplastic
184250at3193	Complete	ptg000006l	2313248	2306952	-	291.7	188	https://www.orthodb.org/v10?query=184250at3193	RWD domain-containing protein 1
184280at3193	Complete	ptg000001l	8058999	8033175	-	255.5	175	https://www.orthodb.org/v10?query=184280at3193	Tetratricopeptide repeat
184565at3193	Complete	ptg000019l	24723902	24726822	+	261.4	134	https://www.orthodb.org/v10?query=184565at3193	Peptidyl-prolyl cis-trans isomerase
184637at3193	Duplicated	ptg000021l	4169861	4172394	+	271.1	157	https://www.orthodb.org/v10?query=184637at3193	DNA repair REX1-B protein
184637at3193	Duplicated	ptg000004l	4368232	4370897	+	237.1	156	https://www.orthodb.org/v10?query=184637at3193	DNA repair REX1-B protein
184869at3193	Complete	ptg000049l	34071	22933	-	210.7	104	https://www.orthodb.org/v10?query=184869at3193	Glutaredoxin
184923at3193	Complete	ptg000028l	3254990	3252575	-	267.4	177	https://www.orthodb.org/v10?query=184923at3193	Matrin/U1-C-like, C2H2-type zinc finger
184963at3193	Complete	ptg000028l	9616190	9617818	+	248.4	128	https://www.orthodb.org/v10?query=184963at3193	peptidyl-prolyl cis-trans isomerase E
185081at3193	Duplicated	ptg000013l	2346402	2349557	+	199.8	125	https://www.orthodb.org/v10?query=185081at3193	thioredoxin-like protein 4B
185081at3193	Duplicated	ptg000009l	22849403	22847202	-	220.2	124	https://www.orthodb.org/v10?query=185081at3193	thioredoxin-like protein 4B
185097at3193	Complete	ptg000020l	8371710	8370993	-	247.7	144	https://www.orthodb.org/v10?query=185097at3193	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic
185149at3193	Complete	ptg000025l	3969606	3972380	+	520.4	368	https://www.orthodb.org/v10?query=185149at3193	protein AUXIN RESPONSE 4
185202at3193	Complete	ptg000017l	330796	344545	+	200.3	131	https://www.orthodb.org/v10?query=185202at3193	protein FAM192A
185210at3193	Complete	ptg000012l	11835238	11826648	-	235.6	162	https://www.orthodb.org/v10?query=185210at3193	cyclin-J18
185632at3193	Complete	ptg000006l	9667768	9661874	-	293.7	170	https://www.orthodb.org/v10?query=185632at3193	Reticulon-like protein
